1	37.5284469225938	-122.26358413696289	Mon, 11 Apr 2016 01:00:45 GMT
2	37.52660906090023	-122.28727340698242	Mon, 11 Apr 2016 01:00:45 GMT
3	37.49855903614404	-122.27980613708496	Mon, 11 Apr 2016 01:00:46 GMT
4	37.51231303543318	-122.30435371398926	Mon, 11 Apr 2016 01:00:47 GMT
5	37.5167382883835	-122.28032112121582	Mon, 11 Apr 2016 01:00:50 GMT
6	37.49862713149044	-122.25534439086914	Mon, 11 Apr 2016 01:00:50 GMT
7	37.507206648286335	-122.24856376647949	Mon, 11 Apr 2016 01:00:50 GMT
8	37.49031904090257	-122.23963737487793	Mon, 11 Apr 2016 01:00:50 GMT
9	37.48105647352807	-122.2437572479248	Mon, 11 Apr 2016 01:00:51 GMT
10	37.48527925697016	-122.28547096252441	Mon, 11 Apr 2016 01:00:51 GMT
11	37.4933155079964	-122.26658821105957	Mon, 11 Apr 2016 01:00:52 GMT
3	37.496924729201254	-122.28272438049316	Mon, 11 Apr 2016 01:00:53 GMT
12	37.50734282314374	-122.27560043334961	Mon, 11 Apr 2016 01:00:55 GMT
1	37.52279705525959	-122.26229667663574	Mon, 11 Apr 2016 01:00:55 GMT
2	37.528378854449656	-122.28924751281738	Mon, 11 Apr 2016 01:01:02 GMT
13	37.52191209752172	-122.29302406311035	Mon, 11 Apr 2016 01:01:05 GMT
4	37.51462781586027	-122.30349540710449	Mon, 11 Apr 2016 01:01:06 GMT
5	37.51524053983818	-122.28358268737793	Mon, 11 Apr 2016 01:01:09 GMT
12	37.508432213060516	-122.27602958679199	Mon, 11 Apr 2016 01:01:10 GMT
7	37.51374276123324	-122.25594520568848	Mon, 11 Apr 2016 01:01:10 GMT
11	37.49324740780655	-122.27130889892578	Mon, 11 Apr 2016 01:01:10 GMT
6	37.496243757418725	-122.25860595703125	Mon, 11 Apr 2016 01:01:11 GMT
9	37.4818056944576	-122.24684715270996	Mon, 11 Apr 2016 01:01:11 GMT
8	37.48773108621811	-122.24281311035156	Mon, 11 Apr 2016 01:01:12 GMT
14	37.469067916990944	-122.29250907897949	Mon, 11 Apr 2016 01:01:13 GMT
1	37.51878062431949	-122.25242614746094	Mon, 11 Apr 2016 01:01:14 GMT
7	37.54471342751333	-122.28821754455566	Mon, 11 Apr 2016 01:01:14 GMT
12	37.50815986707178	-122.2789478302002	Mon, 11 Apr 2016 01:01:15 GMT
5	37.51496821869128	-122.29336738586426	Mon, 11 Apr 2016 01:01:16 GMT
4	37.517691385443065	-122.30409622192383	Mon, 11 Apr 2016 01:01:17 GMT
13	37.5193933142003	-122.29302406311035	Mon, 11 Apr 2016 01:01:17 GMT
2	37.52803851279728	-122.29474067687988	Mon, 11 Apr 2016 01:01:19 GMT
1	37.515649019695275	-122.25637435913086	Mon, 11 Apr 2016 01:01:20 GMT
7	37.53858838192034	-122.29516983032227	Mon, 11 Apr 2016 01:01:20 GMT
12	37.51101945039518	-122.27620124816895	Mon, 11 Apr 2016 01:01:21 GMT
5	37.515649019695324	-122.2884750366211	Mon, 11 Apr 2016 01:01:22 GMT
4	37.51483205774519	-122.30735778808594	Mon, 11 Apr 2016 01:01:22 GMT
3	37.49617565989897	-122.28246688842773	Mon, 11 Apr 2016 01:01:23 GMT
8	37.488752657988535	-122.24401473999023	Mon, 11 Apr 2016 01:01:25 GMT
9	37.4818056944576	-122.24822044372559	Mon, 11 Apr 2016 01:01:26 GMT
1	37.52340971215993	-122.26693153381348	Mon, 11 Apr 2016 01:01:27 GMT
2	37.52688133956389	-122.3001480102539	Mon, 11 Apr 2016 01:01:27 GMT
7	37.5357298551114	-122.29928970336914	Mon, 11 Apr 2016 01:01:28 GMT
6	37.49889951225508	-122.2602367401123	Mon, 11 Apr 2016 01:01:28 GMT
8	37.49018283499658	-122.24332809448242	Mon, 11 Apr 2016 01:01:29 GMT
14	37.45980271529748	-122.29036331176758	Mon, 11 Apr 2016 01:01:33 GMT
10	37.49338360812417	-122.29508399963379	Mon, 11 Apr 2016 01:01:33 GMT
4	37.52143557746892	-122.30916023254395	Mon, 11 Apr 2016 01:01:34 GMT
2	37.524975368048175	-122.29697227478027	Mon, 11 Apr 2016 01:01:35 GMT
1	37.53402829903398	-122.27826118469238	Mon, 11 Apr 2016 01:01:35 GMT
